title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Electric Baile - Enzo Elia Vocal Edit,Master Plan,1GCzhYzCo1FI08ixz1zVSn,0.78,0.935,9,-7.014,0,0.0608,0.00458,0.301,0.0288,0.937,121.979
San Lorenzo,Kocleo,5kWAHBJTH9VDThFNBQGiEu,0.732,0.733,11,-8.201,0,0.0913,0.000738,0.923,0.1,0.348,119.984
Flashlight - Masalo Remix,Tom Noble,0qJlUelKpkFqo15oiVPOj7,0.66,0.727,2,-11.367,1,0.0406,0.00563,0.361,0.112,0.424,122.989
Around My Dream,Various Artists,5B3TMEr7VXZ2zQaEaTB9M6,0.694,0.872,5,-7.217,0,0.0415,0.0389,0.0302,0.362,0.89,110.468
Vamos a la Playa,Righeira,3oQhgsBwOGaxr5dWKAim7Y,0.944,0.73,9,-9.527,0,0.0457,0.162,0.000699,0.114,0.864,128.967
Curiosa Scoperta,Modula,6jwovHRnlHpGDjEChm57Os,0.704,0.818,8,-9.377,1,0.0444,0.0708,0.801,0.102,0.852,123.312
Summer Time,Plastic Mode,62WcZBFubVa0rPqHwvFZ6K,0.713,0.551,2,-8.078,1,0.0317,0.0251,0.224,0.0956,0.686,127.225
Ti Sento,Matia Bazar,72BnKkKnrOeCDY9vy2avFk,0.608,0.621,10,-11.547,1,0.0276,0.143,0.00096,0.0552,0.53,119.707
Kalimba de luna,Tony Esposito,1GhgNF88EQEhpGpBApiZfc,0.82,0.553,0,-15.118,1,0.041,0.481,0.301,0.0463,0.711,110.57
Give Me Love,Cerrone,30EaKbkhCzCAxVccAaYzGA,0.802,0.864,1,-6.768,0,0.0848,0.277,0.00605,0.0554,0.944,127.11
Dancer,Gino Soccio,4lteGaLzU5veJOe6wnOvz4,0.896,0.339,11,-9.576,0,0.0884,0.0183,0.552,0.0311,0.389,122.106
Battle Stars - K-Effect Remix,O'Cardio,0wsHHSPg9NEtE2fhrtTRh8,0.675,0.903,0,-9.385,1,0.048,0.0918,0.855,0.688,0.714,114.998
Balla Ba,Franco Califano,2DKZPAMk7EGSTjuInmNvZs,0.739,0.766,7,-7.838,1,0.127,0.183,0.0,0.104,0.814,128.023
My Magic Number - Club Domani Remix,Daddy Squad,6cR9AbJGTvXEnwjiE8VznV,0.669,0.882,5,-7.011,1,0.0454,0.000865,0.704,0.0609,0.961,124.003
Happy Song,Babys Gang,55QIoPBxFXVUydOz1OzB9B,0.843,0.732,6,-11.351,0,0.0433,0.0201,0.156,0.357,0.737,122.639
Touch in the Night - Radio Version,Silent Circle,5074Vt992hKDNhwXMhRceJ,0.707,0.731,9,-7.592,0,0.0328,0.114,0.0217,0.28,0.924,123.088
Disco de la Noche,Tarick1,3L9qk5Lfs21bbA3upETg1f,0.764,0.688,7,-5.56,0,0.0486,0.00524,0.315,0.104,0.696,119.968
Eyes - Prod. by Roberto Ferrante - 2020 Remaster,Clio,6nLXnqhVpNLiL41uImEvJM,0.763,0.826,11,-9.075,0,0.0342,0.000191,0.0651,0.0868,0.865,122.533
Supernature,Cerrone,7Gq0mwnsctEFGsneABnNv3,0.619,0.948,5,-6.641,0,0.0432,0.00219,0.22,0.199,0.82,123.016
Pretty Face - Radio Edit,Various Artists,6p0ca9uwRDc6J0AcfvyB12,0.803,0.718,5,-8.289,1,0.0336,0.00946,0.0622,0.103,0.781,119.734
Barbara,Enzo Carella,7vJs8fgxF2ONlzaIApPadv,0.755,0.762,10,-9.103,1,0.0548,0.0925,0.00251,0.033,0.874,116.392
A Che Ora l'Amore - Hifi Sean Remix,Club Domani,41wb5f7IitZ4rf5uBbeVm7,0.803,0.864,7,-6.274,1,0.043,0.0203,0.947,0.118,0.279,123.002
Morirò Per Te - 2001 Remaster,Mina,6Q2gYxDdz165RwZXHCcyIy,0.881,0.706,2,-7.252,1,0.114,0.126,0.000269,0.127,0.663,115.185
Another Life - Original,Kano,6Yo813UNQqb04YoU1wYz5e,0.687,0.661,9,-13.11,0,0.0275,0.0147,0.0449,0.216,0.804,114.817
Hellion,Various Artists,0TItRkLPSTZT1EDtljR5hV,0.707,0.826,6,-9.996,0,0.067,0.00183,0.894,0.661,0.264,124.006
"Feels Right - Gerd Janson Remix, Radio Edit",Roosevelt,5m1Rt2Lx5xTnOaCTfKytDJ,0.605,0.866,5,-9.958,0,0.0448,4.16e-05,0.554,0.163,0.918,114.998
Bluff Dance,Relmer,6KDdJNlNKVelfAFJyeCkm9,0.672,0.869,5,-4.118,0,0.0378,0.00723,0.136,0.0816,0.663,120.004
Il Veliero - Single Version,The Chaplin Band,26u2CgXp9Qr0MtcEBWi2gv,0.666,0.543,7,-13.673,1,0.0324,0.0125,0.747,0.078,0.845,119.526
Comanchero - Vocal Radio,Moon Ray,1Oqt89VF7VM172bY8DCuB9,0.606,0.487,10,-14.751,0,0.0605,0.52,0.00172,0.0663,0.585,192.44
"The Voice of Q - 12"" Mix",Q,4DoxBUKSlnZwe30Y23mGbH,0.893,0.841,0,-7.729,0,0.159,0.0643,0.036,0.18,0.694,115.293
Sexergy,Various Artists,6uu4NKyUPn3bMVGEQBbFL1,0.853,0.478,9,-9.088,0,0.072,0.0148,0.578,0.218,0.264,122.027
Orient Express - Vocal,Wish Key,75Qt3OvjyUmOtEO3TpX7qV,0.728,0.848,5,-10.254,0,0.0331,0.0266,0.0252,0.349,0.921,124.054
Disco Eccezionale - Radio Edit,Bruno Belissimo,4k2xqWr7zFxVRY6BkrujuI,0.655,0.939,4,-6.649,0,0.0972,0.00145,0.12,0.108,0.581,108.986
Broken Heart,David Jackson,1Pusg3VSg72pqjnuu81jER,0.628,0.859,7,-8.233,0,0.0399,0.000578,0.405,0.348,0.46,119.997
Sequenzer Dream,Aldo Bergamachine,7fdfRaVdkyheun62BMDLth,0.491,0.963,5,-5.169,1,0.0462,0.0123,0.858,0.0669,0.845,120.005
Microwave Photon,The Exaltics,2Sv9T375D6IzJ1ymGHAZjx,0.797,0.59,4,-12.895,0,0.098,0.00342,0.902,0.0718,0.435,131.445
Volpi Polari,Skatebård,4RVhp9KUMiu9OwvHk5g3bf,0.799,0.835,11,-8.804,0,0.0866,0.0228,0.837,0.0753,0.628,115.997
In Love With Nebula,Mario Moretti,5tYcZUC5qnhXIKx1vlRz4s,0.639,0.976,2,-6.746,1,0.0578,0.0965,0.806,0.0982,0.9,112.989
I Wanna Be Your Lover,La Bionda,3LYvtDZSTCQv9WrUv15vyZ,0.924,0.536,5,-11.069,0,0.0576,0.0839,0.0501,0.079,0.839,115.982
Livin' Up,B.W.H.,54Bhw4FfdM303XteW7HQNv,0.78,0.6,10,-14.81,0,0.0463,0.0122,0.703,0.201,0.809,116.613
I.C. Love Affair - Radio Version,Gaznevada,6LUio4WzheW25pazhTWm2e,0.708,0.606,4,-13.832,0,0.0506,0.293,0.262,0.0889,0.804,108.206
Baby I Love You,Easy Going,0GpbUTVkLhMb200mH8WBOW,0.747,0.835,2,-6.397,1,0.0543,0.049,0.267,0.132,0.961,128.394
Human,Statik,3KATrlPRFfkyzh4nqZq9xe,0.727,0.821,7,-8.248,0,0.0415,0.0565,0.847,0.0916,0.594,118.998
True Love - Sexual Version,Various Artists,1lee8GIIzxgugsCrkyMsYt,0.771,0.538,11,-12.821,0,0.0471,0.385,0.592,0.19,0.874,115.854
Let's Disco Dance,Various Artists,6eWFG3SXbiB3h4ifbwqwJw,0.83,0.805,1,-8.468,1,0.0456,0.0581,0.485,0.0778,0.883,125.151
"Hey Hey Guy (7\"" Vocal Version)",Ken Laszlo,3oLn7p6CF8JvUDPz59t2WF,0.726,0.814,9,-7.561,0,0.0322,0.102,1.18e-05,0.093,0.97,125.932
For You - Original Album,Ago,5if1vlzBKrpoE1hZ6bxw2C,0.936,0.564,0,-5.902,1,0.0471,0.0452,0.0247,0.0377,0.921,125.996
Dirty Talk,Klein & M.B.O.,4CMKgb0qrIsVu202dmop15,0.7,0.677,1,-10.888,1,0.0328,0.121,0.0609,0.107,0.608,122.964
Easy Lady,Ivana Spagna,0oUbxgJDJKwmfVYUsn4Qkk,0.805,0.762,1,-8.266,0,0.0313,0.296,0.0396,0.143,0.926,113.072
I Want You,Gary Low,34yg2BvpUtDP6VPmZYCP9x,0.93,0.688,11,-10.294,0,0.0507,0.0417,0.00698,0.0351,0.878,122.491
Pink Footpath() - Back to Instrumental Mix,Various Artists,72XgwgXnJj1HQ6FJO5Al7y,0.742,0.532,7,-16.045,1,0.0562,0.115,0.618,0.0571,0.882,119.633
Hildegard,Dusky,57wQqbZdJQL3qgDc9aql3e,0.655,0.857,7,-7.868,1,0.0361,0.0253,0.859,0.106,0.19,123.991
Jamin,Babys Gang,74nFLqYUx40Y2v0ZtFQHI8,0.797,0.838,0,-9.847,1,0.0363,0.0387,0.00187,0.0774,0.787,121.855
Only You,Savage,2GMxS3x59raBvdX9SFNmtC,0.791,0.513,0,-15.03,1,0.0264,0.109,0.00922,0.076,0.97,108.361
For Your Love - Extended Version,Albert One,5KJdebGrBTFYCl7d3waEka,0.662,0.933,8,-9.77,1,0.0665,0.0166,0.224,0.247,0.896,113.784
Feels Good - Carrots & Beets,Various Artists,4XagBRVqOiMShocifucrgd,0.853,0.331,8,-17.22,1,0.0529,0.000494,0.61,0.0713,0.804,119.627
From Here to Eternity - Bonus Track - Single Version - Remastered,Giorgio Moroder,0lY23NrYMQOQ9qKl6TzJiB,0.558,0.892,10,-6.451,0,0.0454,0.000454,0.788,0.177,0.829,128.825
Color My Love,Fun Fun,7F1FamJw5Vy5cAYzkDAtJx,0.685,0.655,5,-11.046,1,0.0499,0.0167,0.363,0.07,0.816,122.003
Visitors,Koto,05ny0VoHFBDeqAxDRj77jn,0.706,0.844,5,-10.065,1,0.0356,0.0301,0.678,0.106,0.526,119.246
I Like Chopin,Gazebo,2FHnN5ELL83TGbtXMDzoiJ,0.779,0.635,2,-8.028,0,0.0282,0.577,0.000258,0.215,0.53,108.018
People from Ibiza,Various Artists,73sszgyVGi0Zds1OKR7Cuq,0.72,0.699,7,-9.382,1,0.0687,0.0197,0.37,0.0568,0.446,119.517
Last Moscow Mule,Pablo Bozzi,2KdjtL1pV5L9nnhYMDlfXb,0.518,0.731,0,-7.722,0,0.0347,0.000209,0.927,0.112,0.201,120.022
Cafè - Original 1979 Version,Dd Sound,6bKOUB4zXxYFhG4a3x6JGZ,0.71,0.912,11,-6.505,0,0.148,0.004,0.00331,0.321,0.831,128.927
Futura,David Keno,3I8I5xOy34pz3dbvfM3I9u,0.757,0.902,11,-5.877,0,0.0406,0.00054,0.84,0.0992,0.486,121.985
"One for You, One for Me",La Bionda,6I12Vl7TiKpYckZaezSEui,0.697,0.614,5,-11.818,0,0.0333,0.029,0.00364,0.281,0.801,117.212
Under the Ice - Original 12 Inch Version,Topo,2ue8ttSzbhnvhO7zc52NjC,0.789,0.505,1,-12.499,1,0.104,0.171,0.226,0.123,0.208,100.119
Pop Corn,La Strana Società,4xTLv2bhUJGv6XyxmVXOme,0.602,0.754,6,-13.201,0,0.0338,0.0129,0.878,0.0486,0.966,127.454
Danza Organica - Musumeci Remix Hot Version,Sam Ruffillo,1j4LiTZvzTjuG587ghNF9z,0.662,0.78,1,-9.169,0,0.0569,0.000533,0.962,0.0967,0.869,121.995
Disco For The Devil - In Flagranti Mix,Bottin,2fe70PK4YkLz893W4V59Vo,0.852,0.715,0,-5.626,1,0.0479,0.00404,0.854,0.074,0.751,119.995
"Talking To The Night (7\"" Version)",Brian Ice,5aFxPcvxsfjMVPu2nPVhlp,0.73,0.93,0,-7.409,0,0.0336,0.16,0.00294,0.0485,0.961,108.73
Make You Feel Like,Junge Junge,1AmM6S2tTt7j1IEmye5eWL,0.794,0.635,9,-9.697,1,0.039,0.0613,0.00308,0.0962,0.35,117.995
You Were Right,RÜFÜS DU SOL,77lqbary6vt1DSc1MBN6sx,0.708,0.793,5,-5.426,0,0.0342,0.0136,0.00221,0.118,0.734,122.006
Backseat Lovin' - Cavego Remix,Sonny Alven,4xsTIkh21He0LZ09EN7vrn,0.736,0.868,9,-6.003,0,0.141,0.13,0.00186,0.361,0.597,102.049
Late Night Feelings (feat. Lykke Li),Mark Ronson,7aQeWViSfRWSEwtJD86Eq0,0.688,0.729,4,-6.56,0,0.0573,0.437,0.00369,0.0928,0.469,110.055
Walking in the Sun,PANG!,7GGguiA9LkgFT3BZbzHjwQ,0.78,0.417,2,-11.365,1,0.0363,0.113,0.00227,0.37,0.283,120.042
Make Me Feel Better - Radio Edit,Alex Adair,5BFFWaGweYIYrtOlKHqPRr,0.683,0.822,5,-4.984,0,0.095,0.468,0.000308,0.186,0.155,119.054
Spiders - Finnebassen Remix,Gundelach,3woHCu0QKrjnmmMm3MJ3xg,0.676,0.528,4,-12.414,0,0.0486,0.0791,0.737,0.0837,0.236,95.006
Nightcall,KANT,0qQO5Z1HnVv8LNJPMwuwtt,0.785,0.524,3,-8.334,0,0.042,0.112,0.00143,0.0868,0.349,121.996
Lose My Cool,Amber Mark,3G9zeErd0kMx012kmYUrm7,0.717,0.482,3,-8.071,1,0.0465,0.564,0.000235,0.0921,0.321,103.006
Call Me (Faysal Matin Remix),Cautious Clay,0t9lIg916i272HwOhA7LpY,0.631,0.751,1,-6.138,0,0.0506,0.616,0.00113,0.245,0.659,80.01
Toluca Lake - Imad Remix,Tep No,4EdNY3scTlTbGpwGlbjfyg,0.669,0.667,2,-9.275,1,0.0549,0.139,0.00139,0.122,0.176,120.045
Feel So High (feat. JordinLaine) (Pegato Remix),Eklo,4SwL4ZshYgrZG0luM7aoot,0.759,0.8,2,-6.905,1,0.0367,0.195,0.00866,0.453,0.301,109.988
Adore You,Jessie Ware,6NyaXh11cDhWT7CI5S3TiU,0.678,0.699,8,-10.229,1,0.04,0.33,0.142,0.107,0.217,106.991
PLACES,The Blaze,3eSmjY0PxxTlX6UxRDKaul,0.772,0.427,4,-9.576,0,0.0437,0.495,0.724,0.108,0.0368,99.995
Nervous - The Ooh Song: Mark McCabe Remix,Gavin James,5FoYSQF0IaVwS6M9mlk6C4,0.432,0.874,7,-5.558,1,0.0462,0.0732,6.14e-06,0.371,0.374,103.85
Post Mates,Jarami,08jCeTrh7f14SSwMRaMxOk,0.723,0.422,5,-7.55,0,0.0302,0.134,0.0,0.31,0.557,113.064
Hold On,Mac Beez,7KKfvDIIyl6tqeXADXah6W,0.743,0.459,8,-12.945,1,0.0464,0.524,0.882,0.128,0.305,103.008
Dialling,Beri Farhadi,7pCFZMhZRbuFqLdpUfAimz,0.756,0.535,1,-9.251,0,0.0563,0.0471,0.000122,0.145,0.374,100.029
Catch 22,Junge Junge,0OmIjUz6CTA9It6ZqjFOmu,0.798,0.594,10,-7.574,1,0.0758,0.433,0.000864,0.147,0.714,117.006
Daydreamer - Gryffin Remix,Bipolar Sunshine,2jlGGSZXifZOrzo2FMlnxz,0.608,0.926,9,-4.946,0,0.0286,0.0216,0.106,0.116,0.365,113.017
Dancing in the Fire - Secret Sebastian Remix,TOOMANYLEFTHANDS,1W2L5HoF22jBznumgUcDm1,0.59,0.664,0,-7.457,0,0.0301,0.0673,0.0,0.0644,0.175,118.006
So Easy,WNDR,7m3NkNNcPFUDtxXmyeQtTh,0.689,0.63,1,-6.636,1,0.0554,0.523,0.000216,0.313,0.341,124.033
Coming Over - filous Remix,James Hersey,0dnPhZsmQTLH4vkLF3mInE,0.793,0.491,1,-11.086,1,0.0449,0.48,0.00522,0.0997,0.322,110.018
Under the Sun,Miskeyz,3Dy4lJm9VZpPYd9h7IFfwX,0.764,0.736,4,-5.715,0,0.0336,0.00135,0.771,0.228,0.0947,120.049
Tuesday,Bella Boo,1DLHhOOtokjPocFTqCDvDz,0.497,0.16,2,-12.738,0,0.0498,0.889,0.233,0.135,0.0718,125.958
She Ain't Gonna Do It,Indiana,2HseT7BvQWBTYeCn0KOqVx,0.723,0.619,8,-8.191,0,0.0341,0.523,0.224,0.107,0.382,102.979
California Girls - NoMBe VS Sonny Alven,NoMBe,0JYAx84ySDGh8WsCO0CyXY,0.648,0.577,6,-9.916,0,0.144,0.895,0.0446,0.0848,0.353,97.91
Just Friends,Hayden James,6tB4XVKceo2307SSWXaO0y,0.639,0.685,9,-4.571,0,0.049,0.105,0.0,0.143,0.363,110.041
Every Single Piece (feat. She Keeps Bees) - LVNDSCAPE Remix,Redondo,3jNA7We9ZToTbDQrjTwxcu,0.675,0.719,11,-6.393,0,0.0383,0.0271,0.0376,0.0939,0.391,110.388
Frankfurt,HNNY,6IVfGRWqvR3pDhsttA5ZZ4,0.636,0.474,6,-12.56,1,0.0438,0.65,0.898,0.0874,0.461,110.033
Ottolenghi,Loyle Carner,64I9byMYBlS1ARsC3vtpgW,0.776,0.593,7,-10.535,1,0.252,0.327,0.00616,0.186,0.247,94.97
Hot Skin - Radio Edit,Sam Feldt,5Ka1cKv796zDMbd1pSiW88,0.771,0.616,7,-7.702,1,0.0395,0.00872,0.0012,0.076,0.499,120.008
Roll the Dice (Radio Edit) - Urban Contact Remix,Dawa,5MTfg2X92IaMysF4rsv6DY,0.787,0.73,10,-7.177,1,0.0334,0.0422,0.0318,0.0635,0.398,120.013
Boy Oh Boy,Möwe,59bem62WIxhdH76jIWEm6S,0.697,0.785,1,-4.78,0,0.0276,0.00706,2.59e-05,0.378,0.414,122.028
Take Me Back To Summer,Carlos Robalinho,6J6q8e62OWHruijkddcEtK,0.75,0.666,2,-8.63,1,0.036,0.000258,0.849,0.0812,0.529,112.005
Sundays,Emotional Oranges,2yj8xbWxfrW8azD7VDQBER,0.737,0.558,7,-7.596,0,0.0275,0.225,0.106,0.124,0.416,97.992
Show Me Love,Sam Feldt,6ksRossV4vKsXntCCZbhaM,0.589,0.613,0,-5.034,1,0.0327,0.568,0.0,0.0675,0.19,114.853
Lost and Found,Eklo,1JeOqU6LqcmAvHrT6Pp0lm,0.758,0.524,1,-7.974,1,0.0319,0.419,0.00422,0.131,0.604,98.99
Woah! There’s No Limit,Lord Echo,5UvZYdjU8TZfGWmRI2B0VU,0.709,0.557,5,-7.387,1,0.0362,0.218,0.411,0.0674,0.682,96.946
Cut Your Teeth - Kygo Remix,Kyla La Grange,1y4Kln6VEjQMpmHW7j9GeY,0.674,0.678,10,-8.452,0,0.0406,0.59,0.222,0.051,0.465,99.985
The walker,Christine and the Queens,5nTGyhsQmk8NHlg71ZEmmo,0.798,0.56,1,-6.574,1,0.0469,0.317,0.000292,0.133,0.571,106.971
Pipe (feat. XNDA),Christina Aguilera,3cFWrR4fqK8mmmoJSxLkts,0.735,0.576,4,-6.136,0,0.4,0.63,2.39e-05,0.077,0.532,180.036
2am,Foals,04no0XXxXd3F5uLZi3qDYK,0.698,0.794,0,-3.333,1,0.0483,0.000335,0.605,0.0622,0.861,135.981
Bad Friday,Everything Everything,6sWnt5FMTlcgSe2xkYpszP,0.492,0.753,1,-6.896,0,0.0383,0.59,0.00229,0.395,0.838,86.428
Can't Do Without (My Baby),Cosmo's Midnight,4hG6H7xPvEleJD9QUEqaAS,0.654,0.94,9,-6.024,1,0.0633,0.163,0.0766,0.324,0.787,118.001
The Sun (feat. JAWNY),Myd,4SlGfTlNnFpn3eaHIPGRLC,0.741,0.737,5,-6.667,0,0.0348,0.077,0.0,0.408,0.835,126.024
Capture Casa,HVOB,1CRih7VXpMGKLfLT5pKUvt,0.374,0.571,3,-10.513,0,0.0748,0.71,0.538,0.139,0.0379,127.014
Hottest Record in the World,Digitalism,4zUqroe9fG1TOV9yKJVgVW,0.689,0.739,11,-8.825,1,0.0824,0.000891,0.942,0.181,0.248,119.962
Billions,Caroline Polachek,4gsdYgnktO0jmKEVoL8kfm,0.589,0.61,5,-9.663,1,0.0921,0.152,0.000261,0.374,0.348,139.941
Autonomy (feat. Cooper B. Handy),Boy Harsher,0Pz21tEIrYH2teQMqffWN5,0.698,0.83,7,-5.421,1,0.0342,0.003,0.59,0.09,0.674,124.004
skin,Donna Missal,5fjXYssZZSUbVK1wM5KYV0,0.758,0.453,11,-9.145,1,0.0448,0.254,0.00221,0.0723,0.325,95.369
Either Way,Mano Le Tough,3Q4dGPkUXbbCIiMHS0wYbz,0.852,0.673,6,-10.717,1,0.0613,0.00228,0.441,0.421,0.831,127.006
The World's Thing,Novaa,7p9qrq8qPw8KA6nyLN6Ocq,0.877,0.214,2,-9.165,0,0.144,0.206,0.156,0.101,0.451,121.075
Invincible (feat. Daniel Caesar),Omar Apollo,4Qy41cZBMKnm8OIAeTQRBH,0.762,0.475,6,-11.777,0,0.0595,0.217,0.00642,0.149,0.329,134.965
Reasons,narou,40IRAEkb1MotrHlcv6fLCS,0.448,0.487,6,-9.667,0,0.0547,0.525,0.000279,0.132,0.232,98.979
Dance on the Rain,Khazali,7LfjFGlaC9kktbEsfSQThH,0.784,0.378,1,-8.925,0,0.0401,0.382,0.112,0.657,0.402,92.017
Not The Right Place,SPARKLING,07e5fsdKu1jciVCdrJFIp7,0.665,0.794,1,-4.241,0,0.0367,0.0426,0.0252,0.0976,0.613,125.003
Remedy,Breakbot,1SwdyY367WF7OwvOZl2yml,0.754,0.597,5,-6.472,1,0.0554,0.61,0.000269,0.172,0.499,107.038
IMYG,Elodie Gervaise,3am6Rkvca4UgYdW7E8rKkl,0.766,0.589,11,-11.393,1,0.061,0.0312,0.106,0.116,0.62,125.002
Lights Out,Fred again..,5UatawMsGULDVG2h8wE1KS,0.596,0.814,9,-8.481,1,0.056,0.00118,0.00286,0.102,0.255,133.203
Impossible,Röyksopp,4n8wv8NZB3HgMXYzszEDWm,0.591,0.628,5,-8.932,0,0.0319,0.106,0.783,0.638,0.604,112.99
dancing,NEIL FRANCES,2blNIRZz1KKV4fAC5OgI1o,0.824,0.63,10,-11.145,0,0.059,0.623,0.733,0.364,0.908,95.014
Tunnel,Polo & Pan,3ys5J8MAFYex3zO7n9VduT,0.73,0.505,2,-9.248,1,0.0606,0.119,0.711,0.148,0.38,119.995
Home Again,GHEIST,1v3uqT4bpRaHLfxtHJgQwL,0.776,0.501,9,-6.904,0,0.057,0.0078,0.646,0.0744,0.636,123.028
Freedom,Christine and the Queens,30L6LNv1yztyMCOUgdw5Ty,0.346,0.554,5,-7.966,1,0.0502,0.123,0.0,0.17,0.225,91.988
Blue World,Jesse Mac Cormack,2EQqbpuyUD4jwQHwoE6eQq,0.736,0.389,1,-11.312,1,0.037,0.698,0.298,0.111,0.306,95.007
Zenith,Kavinsky,4DrUFg8VvQKwzdUL0cGiVe,0.403,0.646,0,-8.19,0,0.0372,0.443,0.000557,0.131,0.418,93.981
Hannah (The Sun),Fred again..,3KffMs30iYfPNYI8epNj5a,0.767,0.878,8,-4.581,1,0.0648,0.0249,0.0294,0.147,0.401,125.018
U&ME,alt-J,6taNQNGdyo6PN4DPlYFf08,0.587,0.722,7,-8.332,1,0.0574,0.133,0.00322,0.133,0.294,81.973
Walking On Water (feat. Totally Enormous Extinct Dinosaurs),The Knocks,2CAQr9uW764IVG1eIQyeSg,0.768,0.613,7,-7.098,0,0.133,0.399,0.524,0.196,0.218,124.956
3AM,DRAMA,3TwAePhxn7pwkdHNwpWgvp,0.71,0.867,0,-5.489,1,0.0399,0.0514,0.0195,0.229,0.423,103.036
Friday Night,orbit,4iiJq9UTrqybE8iBwxAGnJ,0.63,0.607,5,-13.864,1,0.0497,0.6,0.912,0.0985,0.217,133.96
High Alone,Sevdaliza,3F2oDw99SMB0c0zIIWMIpd,0.581,0.742,9,-8.187,0,0.0268,0.0198,0.813,0.111,0.309,114.063
PARAMOUR (feat. AURORA),Sub Urban,1erjalqVwLQT2t1ZWcas9P,0.716,0.465,2,-7.818,1,0.236,0.553,1.14e-06,0.771,0.575,165.836
Anymore,ÄTNA,41k9LvMt9xspB5nueIUsfU,0.595,0.801,0,-4.908,1,0.165,0.281,0.0139,0.0863,0.864,138.952
So Strange,ROKKY,5uFzzd4vPfLR3m8Wj0X9c2,0.749,0.842,0,-5.714,1,0.0292,0.0265,0.00888,0.254,0.697,125.06
405 - Metronomy x Biig Piig,Metronomy,1KjLbuPsJmYdZJt0CsyVAg,0.725,0.455,0,-10.154,1,0.0313,0.227,0.0615,0.128,0.437,129.987
Summer Night (with Lola Marsh),Garden City Movement,2TpJKtz7Sw8ihdWVHtnz1q,0.804,0.78,9,-6.354,0,0.0407,0.132,0.0339,0.213,0.508,110.001
Got Me (feat. Julia Stone),Maya Jane Coles,1EBDX2eMMsaUwLjWAde0Cm,0.794,0.684,3,-8.167,0,0.313,0.783,0.0933,0.088,0.465,124.932
Machina (feat. Mariana Saldaña),Boy Harsher,0EEmxYp1ZpPplHKE5bL1rq,0.686,0.794,8,-8.918,1,0.0359,0.017,0.48,0.0694,0.471,122.005
Eyes Alive,HVOB,4MA5ZAVcGUzomiE4uJSPUb,0.597,0.647,4,-10.04,0,0.032,0.539,0.735,0.371,0.039,120.994
Setting Things On Fire,NOËP,7vnLcJeFLIvjRzGPghA0oX,0.513,0.381,11,-10.024,0,0.0363,0.05,0.0014,0.0919,0.409,118.066
Bound (with Blood Orange),Wet,7fjNxhYa8qXGhrrJhY3hZL,0.629,0.515,10,-10.128,0,0.0785,0.172,0.133,0.144,0.27,191.706
Love Brand New,Bob Moses,1rJgKcK3ilp4xg7WxTs4RG,0.483,0.851,11,-3.674,0,0.0693,0.00632,0.000277,0.141,0.202,92.94
HAUNTED,Mild Minds,0kWaEuv3fZXOPeBNMG6iGc,0.612,0.887,9,-7.76,0,0.0339,0.243,0.769,0.188,0.863,128.001
Can I Have This Dance,LIE NING,4AohQfg4HFitXqj7UXuZrT,0.612,0.69,7,-6.609,0,0.0585,0.0926,0.0,0.158,0.456,94.135
Be With You,LEISURE,0g76LCjdx32EipjZGRU6wy,0.74,0.604,4,-5.892,0,0.137,0.56,0.102,0.0734,0.635,88.007
I Don't Wanna Talk (I Just Wanna Dance),Glass Animals,2xXPVOKw75Ouju8Qu4SdIA,0.703,0.624,7,-6.228,1,0.0364,0.0156,5.53e-05,0.299,0.808,131.966
Feelwitchu,Tennyson,4bLjPoP25YBKGei1CfBgE2,0.724,0.68,1,-8.98,1,0.0613,0.0149,0.809,0.112,0.669,153.032
Shinigami Eyes,Grimes,0YQEWdfq3ajtNtK106Dr0k,0.632,0.691,9,-5.226,0,0.0603,0.00604,0.00149,0.19,0.0768,116.028
I've Been Down,Leyya,6htEtzyliRT5KrqXCjlUF9,0.791,0.753,1,-5.959,0,0.0377,0.0888,0.0141,0.114,0.646,124.998
Lajares,NIHILS,16XpwWbUnYZYSpPjQB0zBZ,0.404,0.626,11,-9.804,0,0.0498,0.403,0.734,0.183,0.366,129.804
Love Scenes,HARD FEELINGS,17Cpv3YbbqmjgJhtLTkCf4,0.732,0.651,9,-8.048,0,0.0453,0.0289,0.0393,0.0906,0.461,115.002
Danger for You,Héctor Oaks,2JDogDk4cZO6V4sbhLbVk6,0.658,0.369,0,-8.843,1,0.102,0.47,0.00101,0.11,0.28,170.077
Coming Back (feat. SZA),James Blake,2pSsHnjAgEPjHmet7ChlHQ,0.653,0.496,10,-7.262,0,0.0868,0.625,0.274,0.151,0.102,86.013
Follow your line,Heiko Voss,6kKydfPmNQKiBS6EjDvwat,0.823,0.558,4,-10.691,0,0.043,0.341,0.000427,0.143,0.769,119.988
Estación Esperanza,Sofia Kourtesis,1jGkLUJCl46NmXIM6rUghn,0.548,0.671,9,-8.471,0,0.0374,0.000882,0.131,0.839,0.52,122.008
I You She,Godford,5kppyqAYdcHnGY3W1KdA1J,0.699,0.618,10,-10.751,0,0.0445,0.147,0.371,0.416,0.276,119.998
B-Side,Khruangbin,0Hm61sSVBycsO5Se5mbKdu,0.73,0.735,7,-10.572,1,0.0548,0.0768,0.164,0.338,0.693,104.77
