,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
6094,0.693,0.767,10,-6.623,0,0.132,0.000373,0.773,0.0627,0.754,88.002
6095,0.856,0.418,1,-8.272,1,0.0798,0.00267,0.529,0.0786,0.764,135.002
6096,0.402,0.548,0,-10.395,1,0.112,0.154,0.889,0.162,0.425,175.672
6097,0.883,0.631,2,-11.473,1,0.42,0.339,5.19e-06,0.942,0.782,118.084
6098,0.852,0.321,1,-17.139,0,0.0527,0.00996,0.239,0.0684,0.629,119.378
6099,0.77,0.858,10,-7.086,0,0.0492,0.0106,0.685,0.0298,0.76,109.883
6100,0.817,0.724,11,-9.003,0,0.0769,0.0654,1.53e-06,0.129,0.962,114.72
6101,0.855,0.847,2,-9.019,1,0.042,0.234,0.00062,0.345,0.89,122.644
6102,0.822,0.854,8,-6.7,1,0.237,0.178,0.00574,0.0343,0.691,111.301
6103,0.865,0.652,5,-9.046,1,0.143,0.566,0.000919,0.0833,0.829,90.081
6104,0.82,0.838,9,-6.86,0,0.041,0.109,0.00228,0.0452,0.947,132.125
6105,0.748,0.755,6,-7.28,0,0.0782,0.0554,0.0,0.0628,0.886,98.284
6106,0.719,0.743,0,-10.735,1,0.0638,0.0545,0.00248,0.0782,0.488,118.284
6107,0.773,0.561,9,-10.224,1,0.225,0.204,0.0,0.0575,0.717,112.582
6108,0.724,0.601,11,-10.805,0,0.0634,0.259,0.237,0.111,0.886,113.227
6109,0.886,0.491,8,-12.589,1,0.171,0.29,2.46e-06,0.229,0.971,93.236
6110,0.843,0.48,11,-11.574,0,0.0492,0.28,0.000782,0.108,0.762,101.993
6111,0.656,0.662,4,-10.346,1,0.0493,0.0964,0.000612,0.0853,0.717,114.612
6112,0.717,0.665,9,-9.503,1,0.0523,0.0659,0.0,0.326,0.774,105.693
6113,0.507,0.763,0,-12.732,1,0.0945,0.172,0.886,0.324,0.708,176.193
6114,0.723,0.42,4,-14.828,1,0.0318,0.0598,0.885,0.423,0.769,115.389
6115,0.623,0.681,5,-15.733,1,0.0604,0.101,0.0158,0.269,0.843,107.319
6116,0.376,0.67,10,-9.273,1,0.0854,0.0727,2.52e-06,0.0718,0.837,185.503
6117,0.657,0.546,1,-9.738,1,0.269,0.616,0.0,0.226,0.757,73.131
6118,0.808,0.85,5,-8.772,1,0.0868,0.115,0.000109,0.316,0.717,106.855
6119,0.687,0.63,6,-10.817,1,0.0389,0.251,0.0,0.221,0.926,110.051
6120,0.85,0.669,10,-9.562,1,0.0379,0.238,0.0855,0.108,0.91,126.624
6121,0.821,0.426,2,-9.968,1,0.0766,0.203,0.0,0.0715,0.82,97.76
6122,0.93,0.547,9,-8.289,1,0.219,0.0107,0.000856,0.056,0.955,130.793
6123,0.629,0.615,11,-10.972,0,0.0433,0.169,7.23e-05,0.132,0.673,118.805
6124,0.758,0.586,11,-13.461,0,0.056,0.033,0.0028,0.0743,0.947,154.629
6125,0.9,0.709,9,-12.683,1,0.0636,0.296,0.00047,0.0863,0.897,105.822
6126,0.878,0.84,6,-13.105,0,0.064,0.0421,0.0035,0.053,0.882,116.222
6127,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988
6128,0.816,0.736,7,-5.511,1,0.0403,0.285,0.247,0.438,0.943,105.213
6129,0.662,0.585,8,-10.238,0,0.101,0.531,1.08e-05,0.443,0.829,89.212
6130,0.838,0.794,9,-8.245,0,0.0531,0.22,0.0,0.0575,0.962,132.446
6131,0.789,0.683,8,-8.835,1,0.086,0.48,0.0,0.35,0.882,92.311
6132,0.754,0.759,8,-6.781,1,0.091,0.0699,0.0,0.105,0.87,113.419
6133,0.71,0.643,2,-10.36,1,0.115,0.197,6.1e-05,0.202,0.732,103.514
6134,0.701,0.83,11,-10.517,0,0.0667,0.125,0.329,0.114,0.648,107.772
6135,0.493,0.653,0,-13.119,1,0.0486,0.0324,7.76e-06,0.232,0.652,120.709
6136,0.764,0.733,11,-10.763,0,0.0538,0.0986,0.00104,0.171,0.887,116.185
6137,0.717,0.785,9,-11.767,1,0.0915,0.0696,4.59e-05,0.153,0.949,101.357
6138,0.899,0.491,6,-11.043,0,0.258,0.148,3.82e-06,0.411,0.826,107.706
6139,0.831,0.782,4,-10.48,0,0.0595,0.0731,0.0171,0.032,0.631,107.877
6140,0.667,0.519,0,-14.37,1,0.0676,0.329,0.419,0.0478,0.604,99.528
6141,0.611,0.578,1,-14.171,1,0.0676,0.0598,0.0219,0.0983,0.884,100.625
6142,0.618,0.588,2,-11.624,1,0.0735,0.0128,0.0266,0.351,0.768,86.903
6143,0.577,0.568,7,-11.875,1,0.0536,0.168,0.0616,0.0801,0.963,106.019
6144,0.866,0.409,2,-10.031,1,0.141,0.157,0.000155,0.545,0.625,98.391
6145,0.676,0.692,9,-13.093,1,0.052,0.668,0.00915,0.13,0.799,102.516
6146,0.824,0.558,7,-11.088,1,0.0732,0.00322,8.21e-05,0.103,0.754,108.909
6147,0.841,0.844,7,-6.185,0,0.0399,0.11,0.0011,0.0815,0.888,119.584
6148,0.817,0.405,10,-13.513,0,0.0811,0.451,0.0507,0.0468,0.898,121.467
6149,0.73,0.622,7,-11.7,0,0.0532,0.269,0.00874,0.111,0.752,90.973
6150,0.849,0.843,9,-7.154,0,0.105,0.209,0.00292,0.0309,0.963,141.926
6151,0.547,0.8,11,-7.397,0,0.0326,0.0765,0.0,0.0973,0.517,112.248
6152,0.7,0.956,11,-7.61,1,0.0709,0.214,0.747,0.0742,0.795,107.743
6153,0.666,0.733,9,-5.884,1,0.0563,0.138,0.000349,0.0892,0.597,101.858
6154,0.62,0.898,4,-8.962,0,0.0325,0.013,0.0957,0.118,0.909,115.994
6155,0.832,0.453,9,-15.012,1,0.0618,0.172,2.27e-05,0.0549,0.783,122.363
6156,0.856,0.762,5,-10.445,1,0.0814,0.112,0.00549,0.296,0.839,105.258
6157,0.868,0.541,2,-10.051,1,0.053,0.105,3.84e-05,0.046,0.96,102.471
6158,0.884,0.518,10,-12.894,0,0.137,0.198,1.45e-05,0.153,0.798,97.026
6159,0.945,0.544,5,-10.199,0,0.0842,0.0548,0.000703,0.297,0.826,110.977
6160,0.703,0.639,11,-13.269,0,0.0994,0.816,0.414,0.127,0.782,176.727
6161,0.571,0.643,5,-7.243,0,0.0365,0.0315,0.0304,0.11,0.662,178.341
6162,0.865,0.896,3,-7.031,0,0.0623,0.27,0.0488,0.0676,0.944,111.457
6163,0.785,0.721,7,-8.304,0,0.225,0.0261,3.54e-05,0.0925,0.825,89.03
6164,0.793,0.772,11,-7.28,0,0.146,0.0619,0.00993,0.0749,0.775,126.443
6165,0.804,0.866,1,-8.829,0,0.104,0.434,7.84e-06,0.732,0.745,103.643
6166,0.868,0.671,7,-10.284,1,0.0393,0.0514,0.345,0.0366,0.957,122.342
6167,0.779,0.776,2,-7.393,1,0.138,0.552,0.000108,0.0998,0.761,119.899
6168,0.61,0.752,10,-5.062,0,0.0389,0.294,0.0755,0.116,0.832,89.995
6169,0.812,0.878,7,-5.821,1,0.0695,0.0192,0.00031,0.314,0.698,115.6
6170,0.761,0.653,8,-5.611,0,0.0678,0.241,0.000549,0.0523,0.843,111.077
6171,0.909,0.666,2,-7.189,1,0.107,0.0361,0.00179,0.205,0.734,119.992
6172,0.751,0.732,5,-7.616,0,0.0517,0.101,4.46e-05,0.119,0.675,100.02
6173,0.767,0.624,1,-7.496,1,0.0543,0.0183,0.171,0.0674,0.218,120.003
6174,0.662,0.587,7,-5.562,0,0.046,0.443,5.25e-06,0.0904,0.611,105.124
6175,0.59,0.874,1,-5.462,1,0.0545,0.00134,0.0293,0.0732,0.804,105.025
6176,0.805,0.772,10,-6.402,0,0.115,0.306,0.00112,0.103,0.962,81.711
6177,0.834,0.795,4,-4.687,1,0.0573,0.0657,5.48e-06,0.0774,0.727,111.996
6178,0.841,0.77,2,-5.482,1,0.139,0.0484,0.000201,0.158,0.708,130.021
6179,0.713,0.8,7,-5.938,0,0.0349,0.0491,7.96e-05,0.0921,0.814,139.942
6180,0.84,0.726,1,-6.442,0,0.046,0.0171,0.0284,0.0864,0.864,116.003
6181,0.739,0.82,5,-6.099,0,0.0889,0.00823,0.0,0.2,0.775,127.984
6182,0.714,0.71,6,-5.725,1,0.0366,0.41,0.0,0.0651,0.83,113.95
6183,0.876,0.7,10,-4.937,0,0.116,0.0846,3.99e-05,0.0897,0.711,109.947
6184,0.748,0.634,2,-10.094,1,0.142,0.183,0.000211,0.0433,0.838,169.946
6185,0.666,0.83,0,-5.715,1,0.0751,0.0123,0.0,0.191,0.702,113.03
6186,0.613,0.538,9,-8.053,1,0.123,0.0639,4.95e-05,0.116,0.75,169.883
6187,0.784,0.802,9,-3.458,0,0.0593,0.0464,1.65e-05,0.0621,0.781,111.043
6188,0.48,0.69,2,-5.46,1,0.134,0.112,0.0,0.0799,0.489,155.648
6189,0.784,0.722,11,-4.773,0,0.067,0.0695,8.05e-06,0.421,0.431,98.685
6190,0.679,0.946,6,-3.703,1,0.0827,0.67,9.17e-06,0.199,0.853,109.869
6191,0.351,0.964,4,-3.745,0,0.12,0.000697,0.0304,0.181,0.496,185.923
6192,0.892,0.659,11,-5.897,0,0.0487,0.0435,0.0016,0.156,0.464,115.991
6193,0.822,0.653,1,-5.495,1,0.112,0.21,0.000712,0.0433,0.687,88.957
6194,0.803,0.604,3,-6.571,1,0.282,0.0892,1.55e-05,0.0859,0.909,123.051
6195,0.695,0.658,4,-8.104,0,0.0388,0.168,0.00129,0.173,0.795,91.034
6196,0.78,0.847,0,-3.145,1,0.0603,0.0509,0.0,0.0696,0.657,119.978
6197,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97
6198,0.712,0.642,0,-7.493,1,0.311,0.127,0.0,0.371,0.862,109.812
6199,0.565,0.621,7,-5.62,1,0.0264,0.00773,0.0324,0.257,0.403,150.036
6200,0.787,0.834,6,-6.16,0,0.0311,0.145,0.802,0.0929,0.961,113.337
6201,0.84,0.364,8,-11.874,0,0.0386,0.193,0.0,0.0836,0.96,95.504
6202,0.735,0.612,9,-5.566,0,0.0391,0.141,0.0237,0.111,0.772,88.3
6203,0.635,0.964,6,-6.072,1,0.059,0.227,0.0126,0.105,0.624,104.078
6204,0.597,0.88,5,-5.143,0,0.063,0.00292,0.013,0.0461,0.731,125.327
6205,0.72,0.935,10,-3.041,1,0.164,0.431,1.4e-06,0.128,0.739,110.02
6206,0.814,0.852,9,-5.941,0,0.0557,0.225,0.161,0.325,0.923,112.032
6207,0.785,0.894,7,-5.982,0,0.0444,0.0883,2.23e-05,0.0376,0.919,99.999
6208,0.657,0.68,8,-3.746,1,0.105,0.0373,1.07e-05,0.123,0.884,158.351
6209,0.752,0.794,11,-6.632,0,0.0975,0.00891,0.000344,0.37,0.587,110.019
6210,0.696,0.752,6,-4.304,1,0.0276,0.357,0.197,0.143,0.354,110.013
6211,0.692,0.456,10,-8.254,0,0.0727,0.266,0.629,0.108,0.789,180.792
6212,0.498,0.669,0,-6.089,1,0.133,0.00212,0.725,0.259,0.603,215.973
6213,0.735,0.743,2,-5.313,1,0.0384,0.0128,0.0177,0.0666,0.692,105.96
6214,0.53,0.838,11,-5.398,0,0.0718,0.0398,0.00385,0.0826,0.874,123.848
6215,0.623,0.897,6,-9.52,0,0.0519,0.0198,0.00463,0.395,0.886,88.515
6216,0.802,0.867,0,-3.009,1,0.122,0.325,1.62e-06,0.00897,0.797,108.107
6217,0.725,0.957,10,-5.931,1,0.0472,0.0126,0.0822,0.102,0.618,119.994
6218,0.593,0.871,4,-5.717,0,0.0913,0.0173,0.771,0.339,0.647,174.101
6219,0.541,0.922,11,-4.744,0,0.0494,0.304,0.498,0.122,0.852,116.545
6220,0.771,0.807,7,-6.258,1,0.0581,0.0107,0.0135,0.568,0.706,98.0
6221,0.936,0.757,10,-4.621,1,0.0958,0.114,2.42e-06,0.0655,0.961,116.029
6222,0.564,0.92,5,-4.076,0,0.0337,0.0195,0.816,0.0953,0.895,95.182
6223,0.781,0.84,5,-7.689,1,0.0578,0.00183,0.834,0.0505,0.698,111.995
6224,0.56,0.807,0,-6.383,0,0.0293,0.264,0.838,0.231,0.962,90.619
6225,0.621,0.6,8,-9.192,1,0.138,0.0894,0.571,0.813,0.959,127.508
6226,0.822,0.587,3,-11.862,1,0.0491,0.312,0.728,0.0788,0.965,93.947
6227,0.793,0.588,5,-5.072,0,0.0333,0.215,0.0,0.599,0.93,124.968
6228,0.581,0.827,10,-5.459,0,0.144,0.0174,0.00152,0.342,0.839,204.637
6229,0.644,0.726,2,-6.613,1,0.0577,0.0168,0.00261,0.29,0.814,126.977
6230,0.787,0.681,7,-8.64,1,0.0477,0.0568,0.0143,0.0862,0.887,115.992
6231,0.68,0.904,3,-5.892,1,0.0302,0.00506,0.849,0.212,0.837,113.042
6232,0.744,0.774,5,-6.188,1,0.188,0.0314,4.03e-05,0.0776,0.883,125.652
6233,0.745,0.68,9,-9.561,0,0.0597,0.0838,0.719,0.281,0.904,167.967
6234,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066
6235,0.52,0.701,0,-7.72,1,0.0336,0.75,0.446,0.146,0.912,127.742
6236,0.59,0.602,9,-8.923,1,0.0459,0.321,0.00054,0.0846,0.173,93.045
6237,0.52,0.591,6,-3.225,1,0.0301,0.353,0.00412,0.102,0.359,151.089
6238,0.573,0.507,11,-8.084,1,0.0342,0.759,1.37e-06,0.377,0.363,123.183
6239,0.265,0.79,7,-3.702,1,0.0366,0.00699,0.0,0.0523,0.248,136.075
6240,0.498,0.415,8,-8.394,1,0.0311,0.459,5.87e-06,0.122,0.501,140.723
6241,0.787,0.415,6,-8.951,1,0.0277,0.234,0.000554,0.165,0.434,100.017
6242,0.549,0.631,10,-6.644,0,0.071,0.336,2.03e-05,0.1,0.297,135.032
6243,0.611,0.507,9,-8.521,1,0.0267,0.0208,0.012,0.222,0.401,76.578
6244,0.727,0.576,5,-9.722,0,0.052,0.464,0.0342,0.116,0.672,88.791
6245,0.594,0.592,11,-8.136,0,0.0454,0.369,0.0,0.13,0.523,100.214
6246,0.665,0.546,10,-6.605,1,0.0292,0.0565,0.00134,0.0668,0.746,141.915
6247,0.658,0.576,4,-8.367,1,0.0451,0.434,0.0,0.109,0.551,79.517
6248,0.649,0.683,5,-8.113,1,0.0378,0.073,0.000299,0.0796,0.803,121.71
6249,0.706,0.733,5,-7.875,1,0.0494,0.732,0.028,0.0949,0.692,74.995
6250,0.69,0.693,5,-6.252,1,0.0577,0.186,2.39e-06,0.0927,0.728,83.99
6251,0.545,0.642,10,-7.344,1,0.0279,0.517,1.75e-06,0.116,0.555,78.51
6252,0.348,0.177,5,-14.743,1,0.0282,0.829,0.00548,0.111,0.128,74.809
6253,0.428,0.309,0,-6.888,1,0.0296,0.706,0.000287,0.11,0.35,141.088
6254,0.683,0.488,2,-8.733,1,0.0266,0.605,0.0554,0.13,0.424,113.387
6255,0.533,0.226,2,-13.178,1,0.0493,0.784,0.000237,0.117,0.0758,138.461
6256,0.698,0.448,3,-6.357,1,0.0345,0.233,1.37e-06,0.348,0.551,129.969
6257,0.635,0.4,2,-10.563,1,0.0285,0.522,7.85e-05,0.111,0.35,111.956
6258,0.482,0.333,2,-9.78,1,0.0636,0.705,0.0,0.106,0.414,73.271
6259,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075
6260,0.607,0.682,9,-6.689,1,0.0236,0.0189,0.0142,0.138,0.858,105.829
6261,0.712,0.348,1,-8.808,1,0.0402,0.618,0.000206,0.107,0.321,99.144
6262,0.696,0.209,10,-11.253,1,0.0313,0.583,0.000143,0.14,0.301,129.341
6263,0.685,0.246,0,-17.597,1,0.0272,0.87,0.485,0.109,0.292,99.016
6264,0.801,0.637,0,-6.406,1,0.0565,0.169,3.75e-05,0.0925,0.769,77.012
6265,0.647,0.32,5,-9.2,1,0.0309,0.855,0.000302,0.105,0.198,81.274
6266,0.487,0.141,0,-11.794,1,0.0379,0.971,0.00273,0.109,0.354,149.827
6267,0.462,0.417,3,-8.533,1,0.0342,0.86,0.00347,0.106,0.348,100.979
6268,0.481,0.67,5,-7.135,1,0.041,0.437,0.000146,0.079,0.549,137.838
6269,0.777,0.263,0,-12.624,1,0.0467,0.823,0.000448,0.0729,0.267,110.899
6270,0.44,0.269,5,-10.769,1,0.0262,0.914,0.261,0.132,0.138,103.877
6271,0.469,0.456,2,-12.362,1,0.0333,0.911,0.475,0.124,0.788,101.104
6272,0.713,0.824,10,-6.895,0,0.0502,0.115,0.017,0.115,0.893,89.929
6273,0.638,0.538,10,-8.445,1,0.0315,0.452,0.000415,0.0695,0.318,89.124
6274,0.623,0.546,11,-6.436,0,0.0254,0.212,8.2e-05,0.24,0.593,94.204
6275,0.618,0.457,0,-9.326,0,0.0352,0.594,4.86e-05,0.136,0.447,79.942
6276,0.803,0.477,1,-7.567,1,0.0321,0.702,4.37e-05,0.11,0.682,104.967
6277,0.574,0.408,10,-9.112,1,0.0269,0.755,1.12e-05,0.174,0.492,97.034
6278,0.491,0.328,9,-16.564,1,0.0384,0.684,0.000146,0.0848,0.107,81.958
6279,0.697,0.192,3,-11.237,1,0.0384,0.86,0.0,0.147,0.361,133.99
6280,0.831,0.69,5,-7.339,1,0.028,0.106,0.00226,0.0973,0.701,120.143
6281,0.584,0.275,6,-11.356,1,0.0292,0.795,5.01e-05,0.0924,0.266,103.088
6282,0.554,0.417,7,-7.012,1,0.0343,0.267,1.67e-05,0.112,0.216,128.131
6283,0.713,0.424,7,-11.911,1,0.138,0.0312,0.326,0.102,0.428,144.136
6284,0.76,0.439,5,-12.218,1,0.0336,0.712,0.000358,0.0945,0.334,102.008
6285,0.591,0.676,7,-7.47,1,0.0256,0.13,0.0796,0.09,0.369,107.999
6286,0.444,0.475,8,-8.722,0,0.0302,0.0837,6.79e-05,0.125,0.289,176.089
6287,0.529,0.409,6,-9.454,1,0.0334,0.0433,0.00131,0.0727,0.36,126.857
6288,0.55,0.701,11,-8.999,0,0.0708,0.0982,0.00116,0.359,0.679,86.133
6289,0.556,0.261,4,-11.668,1,0.0289,0.797,0.016,0.0893,0.219,110.841
6290,0.44,0.172,11,-11.512,1,0.0425,0.928,0.00426,0.0959,0.47,67.144
6291,0.662,0.478,4,-10.507,1,0.0429,0.9,6.07e-05,0.11,0.568,125.914
6292,0.614,0.546,2,-6.858,1,0.0296,0.625,2.38e-06,0.0957,0.435,87.353
6293,0.498,0.569,1,-9.407,0,0.0325,0.346,0.00965,0.249,0.326,82.108
6294,0.504,0.559,7,-6.838,1,0.0331,0.514,0.178,0.321,0.428,131.926
6295,0.715,0.407,9,-10.584,1,0.0258,0.416,0.278,0.0999,0.459,85.008
6296,0.371,0.269,2,-10.117,1,0.0361,0.85,0.00169,0.0693,0.181,111.553
6297,0.452,0.205,1,-10.901,1,0.0524,0.899,0.000143,0.108,0.548,179.224
6298,0.542,0.644,2,-9.358,1,0.0296,0.584,0.362,0.055,0.425,164.888
6299,0.46,0.842,7,-4.937,1,0.0373,0.0827,0.448,0.147,0.342,96.012
6300,0.59,0.0955,4,-11.8,1,0.032,0.952,0.000705,0.112,0.161,88.475
6301,0.409,0.266,1,-9.63,1,0.0333,0.584,0.0,0.103,0.119,133.566
6302,0.532,0.274,8,-9.775,1,0.0286,0.854,0.455,0.108,0.275,131.923
6303,0.536,0.286,2,-12.444,1,0.0287,0.41,0.00671,0.136,0.242,89.74
6304,0.776,0.539,1,-10.776,0,0.225,0.808,0.0107,0.0976,0.602,81.983
6305,0.518,0.365,9,-11.614,1,0.0381,0.949,0.0591,0.104,0.373,78.85
6306,0.406,0.456,7,-9.178,1,0.0367,0.744,0.00318,0.188,0.336,129.079
6307,0.52,0.693,6,-7.948,0,0.0341,0.0107,0.00116,0.0875,0.525,89.983
6308,0.362,0.317,1,-10.549,0,0.0319,0.917,0.000501,0.112,0.314,102.415
6309,0.505,0.348,8,-8.574,1,0.0272,0.911,0.0196,0.106,0.539,84.932
6310,0.57,0.261,3,-13.014,1,0.029,0.784,5.45e-06,0.12,0.425,90.534
6311,0.612,0.331,1,-9.596,0,0.0353,0.837,4.85e-05,0.137,0.346,88.056
6312,0.593,0.479,10,-7.346,1,0.0341,0.934,0.00149,0.122,0.592,144.005
6313,0.595,0.787,6,-5.744,0,0.03,0.122,7.14e-05,0.154,0.767,158.069
6314,0.54,0.23,0,-12.86,1,0.0328,0.888,0.0,0.11,0.437,145.814
6315,0.558,0.398,5,-7.599,1,0.0298,0.681,0.0,0.0859,0.183,139.785
6316,0.652,0.243,1,-11.868,1,0.034,0.946,0.034,0.11,0.193,136.007
6317,0.628,0.429,9,-11.543,1,0.221,0.541,0.0219,0.11,0.721,98.939
6318,0.548,0.386,0,-12.816,1,0.0304,0.435,0.0123,0.14,0.34,81.474
6319,0.627,0.411,0,-10.728,1,0.0381,0.538,7.54e-05,0.111,0.304,82.014
6320,0.612,0.628,2,-8.822,1,0.0259,0.248,4.7e-06,0.0869,0.397,104.944
6321,0.628,0.877,0,-4.205,1,0.046,0.0155,5.97e-06,0.113,0.721,101.992
6322,0.485,0.472,2,-8.058,1,0.0306,0.296,7.75e-06,0.0966,0.477,173.648
6323,0.753,0.304,0,-9.097,1,0.0313,0.893,0.000228,0.133,0.479,123.385
6324,0.436,0.407,8,-10.46,0,0.0312,0.536,0.00128,0.131,0.446,169.92
6325,0.382,0.182,7,-12.856,1,0.0306,0.821,0.000399,0.0929,0.129,81.293
6326,0.429,0.401,0,-8.396,1,0.034,0.652,0.0,0.116,0.357,97.1
6327,0.361,0.356,4,-9.848,0,0.032,0.727,0.00649,0.108,0.22,77.026
6328,0.512,0.756,2,-5.739,1,0.0387,0.0371,0.0,0.0928,0.435,79.926
6329,0.562,0.266,4,-14.852,1,0.0409,0.928,0.000626,0.0983,0.493,88.968
6330,0.247,0.484,9,-9.233,1,0.0286,0.376,0.578,0.111,0.288,153.012
6331,0.48,0.198,1,-16.495,1,0.04,0.815,0.00275,0.12,0.162,137.863
6332,0.554,0.122,11,-12.692,1,0.0614,0.883,0.0,0.107,0.381,166.355
6333,0.695,0.571,0,-9.987,0,0.0351,0.178,0.0,0.105,0.49,116.917
6334,0.513,0.524,8,-8.608,0,0.0273,0.0127,0.184,0.0927,0.553,78.381
6335,0.414,0.43,11,-9.221,1,0.0261,0.833,0.00154,0.104,0.356,98.895
6336,0.3,0.449,8,-9.308,0,0.0306,0.395,0.000456,0.137,0.364,82.965
6337,0.584,0.474,9,-7.981,1,0.0258,0.796,2.69e-06,0.115,0.332,101.457
6338,0.394,0.654,3,-8.243,1,0.0346,0.0404,6.96e-05,0.112,0.264,135.188
6339,0.549,0.715,10,-7.01,1,0.0356,0.359,0.0,0.101,0.555,134.074
6340,0.629,0.208,5,-16.225,1,0.0324,0.824,3.7e-06,0.107,0.685,96.609
6341,0.567,0.434,7,-12.755,0,0.0349,0.86,0.257,0.115,0.254,82.459
6342,0.555,0.584,4,-8.667,1,0.0301,0.274,0.0228,0.254,0.41,120.965
6343,0.521,0.492,3,-9.127,1,0.0297,0.689,0.619,0.118,0.301,77.585
6344,0.648,0.352,4,-10.11,1,0.0278,0.692,0.266,0.106,0.173,121.459
6345,0.723,0.763,7,-6.366,1,0.0262,0.122,0.00543,0.343,0.586,120.961
6346,0.5,0.197,0,-8.93,1,0.0354,0.717,3.22e-05,0.0755,0.177,131.243
6347,0.449,0.786,4,-5.438,1,0.0398,0.152,0.0,0.0911,0.46,161.798
6348,0.59,0.292,11,-12.826,0,0.0325,0.772,0.00435,0.162,0.339,143.979
6349,0.729,0.451,5,-12.64,1,0.0299,0.475,0.0185,0.0895,0.889,120.052
6350,0.489,0.816,7,-7.681,0,0.0338,0.331,0.148,0.0876,0.64,74.017
6351,0.553,0.429,3,-12.51,1,0.0283,0.921,0.135,0.115,0.532,152.047
6352,0.642,0.52,9,-7.886,1,0.0387,0.118,0.000509,0.552,0.488,136.014
6353,0.54,0.623,0,-8.144,1,0.0415,0.115,0.0122,0.12,0.354,163.779
6354,0.541,0.616,0,-6.53,1,0.028,0.00114,1.09e-06,0.151,0.203,144.218
6355,0.676,0.609,7,-10.183,1,0.034,0.753,5.85e-05,0.209,0.557,127.45
6356,0.668,0.367,11,-11.002,1,0.0285,0.891,0.00521,0.103,0.342,110.21
6357,0.629,0.551,7,-9.44,1,0.0321,0.685,2.88e-05,0.0889,0.698,81.995
6358,0.634,0.419,0,-10.386,1,0.028,0.499,0.00438,0.124,0.562,118.838
6359,0.6,0.186,3,-15.926,1,0.0317,0.909,0.00102,0.104,0.468,110.044
6360,0.526,0.837,4,-5.007,1,0.0526,0.0978,0.0,0.298,0.625,79.715
6361,0.652,0.168,2,-16.26,1,0.0316,0.869,0.0056,0.113,0.318,119.033
6362,0.371,0.54,2,-8.11,1,0.0286,0.43,0.000327,0.283,0.388,95.339
6363,0.424,0.264,2,-9.984,1,0.0298,0.831,7.08e-05,0.0763,0.169,139.593
6364,0.587,0.142,7,-15.196,1,0.0329,0.862,0.000162,0.0953,0.288,119.752
6365,0.514,0.755,11,-8.455,1,0.03,0.354,0.0664,0.144,0.599,77.415
6366,0.523,0.714,11,-6.021,1,0.0367,0.658,5.2e-06,0.0785,0.659,78.211
6367,0.576,0.609,7,-5.921,1,0.107,0.303,0.0,0.164,0.737,86.703
6368,0.631,0.354,10,-10.913,1,0.0324,0.722,1.66e-06,0.171,0.521,89.994
6369,0.641,0.533,7,-8.909,1,0.0287,0.279,6.06e-05,0.113,0.364,95.776
6370,0.327,0.501,9,-8.886,1,0.0434,0.719,0.00262,0.113,0.388,115.222
6371,0.596,0.544,0,-11.759,1,0.0362,0.604,0.017,0.262,0.262,115.022
6372,0.635,0.184,8,-10.785,1,0.0456,0.665,0.0,0.146,0.177,128.424
6373,0.428,0.261,2,-10.341,1,0.0306,0.758,0.0279,0.0721,0.24,79.562
6374,0.659,0.236,9,-12.56,1,0.0304,0.84,6.32e-05,0.206,0.216,78.088
6375,0.418,0.111,1,-14.848,1,0.0389,0.953,0.00342,0.0982,0.228,82.508
6376,0.745,0.539,0,-4.41,1,0.0271,0.432,0.00162,0.0826,0.886,95.893
6377,0.722,0.484,9,-10.175,1,0.0611,0.904,3.42e-06,0.108,0.44,139.88
6378,0.55,0.501,4,-8.527,1,0.0324,0.624,1.74e-06,0.0962,0.148,130.283
6379,0.609,0.381,7,-11.106,1,0.0311,0.886,0.126,0.0997,0.43,100.979
6380,0.598,0.434,6,-11.369,1,0.0576,0.804,0.0256,0.111,0.433,156.037
6381,0.435,0.187,2,-17.703,1,0.0309,0.739,0.00226,0.122,0.42,74.378
6382,0.509,0.411,4,-10.047,1,0.0291,0.467,1.47e-05,0.111,0.369,139.826
6383,0.522,0.256,10,-11.216,1,0.0258,0.86,0.000806,0.142,0.13,76.349
6384,0.539,0.241,10,-14.65,1,0.0349,0.882,0.00413,0.109,0.203,122.115
6385,0.529,0.693,1,-7.47,1,0.0262,0.00613,4.38e-06,0.205,0.448,112.012
6386,0.432,0.388,10,-7.687,1,0.1,0.776,0.0,0.112,0.256,177.549
6387,0.487,0.724,0,-5.905,1,0.0289,0.00224,1.03e-05,0.213,0.546,102.03
6388,0.603,0.575,0,-10.325,1,0.0285,0.811,0.00183,0.12,0.673,95.116
6389,0.653,0.616,6,-8.86,0,0.0308,0.0907,0.00826,0.118,0.908,149.9
6390,0.515,0.146,11,-15.018,1,0.0381,0.813,0.00175,0.14,0.243,80.99
6391,0.522,0.531,7,-7.78,1,0.0293,0.387,0.0,0.202,0.761,79.252
6392,0.675,0.219,11,-13.546,0,0.0311,0.897,0.103,0.0979,0.313,105.921
